Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (in),qc,Precip (in),qc,Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Max Air Temp (F),qc,Min Air Temp (F),qc,Avg Air Temp (F),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (F),qc,Avg Wind Speed (mph),qc,Wind Run (miles),qc,Avg Soil Temp (F),qc
75,Irvine,South Coast Valleys,1/18/2015,018,0.08, ,0.00, ,249, ,9.7, ,73.2, ,47.1, ,57.5, ,84, ,35, ,60, ,43.8, ,2.7, ,63.6, ,56.6, 
75,Irvine,South Coast Valleys,1/19/2015,019,0.08, ,0.00, ,283, ,11.6, ,70.8, ,45.3, ,57.2, ,98, ,45, ,72, ,48.4, ,2.6, ,62.5, ,56.6, 
75,Irvine,South Coast Valleys,1/20/2015,020,0.02, ,0.00, ,134, ,13.6, ,61.6, ,50.7, ,54.9, ,100, ,78, ,92, ,52.8, ,2.7, ,64.2, ,57.4, 
75,Irvine,South Coast Valleys,1/21/2015,021,0.11, ,0.00, ,279, ,9.8, ,75.5, ,52.4, ,61.9, ,90, ,12, ,52, ,44.1, ,4.3, ,102.8, ,58.1, 
75,Irvine,South Coast Valleys,1/22/2015,022,0.11, ,0.00, ,238, ,6.0, ,72.0, ,49.5, ,62.5, ,54, ,12, ,31, ,31.4, ,3.8, ,90.9, ,57.8, 
75,Irvine,South Coast Valleys,1/23/2015,023,0.13, ,0.00, ,325, ,4.3, ,76.7, ,44.7, ,61.1, ,43, ,9, ,23, ,23.5, ,3.9, ,94.3, ,57.2, 
75,Irvine,South Coast Valleys,1/24/2015,024,0.19, ,0.00, ,324, ,3.9, ,78.3, ,63.7,R,71.5,Y,17, ,11, ,15,Y,21.1,Y,7.2,Y,173.1,Y,56.8, 
75,Irvine,South Coast Valleys,1/25/2015,025,0.13,R,0.00, ,268, ,5.3, ,82.5,Y,55.8, ,69.6,Y,43, ,12, ,21,Y,28.5,Y,3.8, ,91.7, ,57.1, 
75,Irvine,South Coast Valleys,1/26/2015,026,0.08, ,0.07, ,162, ,9.6, ,78.4, ,51.8, ,63.8, ,93, ,25, ,47, ,43.3, ,3.8, ,90.6, ,57.8, 
75,Irvine,South Coast Valleys,1/27/2015,027,0.09, ,0.03, ,314, ,12.5, ,73.7, ,50.3, ,59.1, ,95, ,43, ,73, ,50.5, ,2.7, ,64.2, ,58.1, 
75,Irvine,South Coast Valleys,1/28/2015,028,0.07, ,0.01, ,225, ,11.8, ,73.7, ,48.7, ,60.7, ,91, ,39, ,65, ,49.0, ,2.5, ,59.9, ,58.2, 
75,Irvine,South Coast Valleys,1/29/2015,029,0.06, ,0.00, ,166, ,11.0, ,74.1, ,56.0,Y,64.0, ,73, ,35, ,54, ,46.9, ,2.5, ,60.3, ,58.7, 
75,Irvine,South Coast Valleys,1/30/2015,030,0.05, ,0.00, ,145, ,12.8, ,69.9, ,32.0,Y,60.6, ,89, ,50, ,71, ,51.0, ,3.1, ,75.1, ,59.4, 
75,Irvine,South Coast Valleys,1/31/2015,031,0.09, ,0.00, ,298, ,12.3, ,72.6, ,51.0, ,58.8, ,90, ,36, ,73, ,50.1, ,3.4, ,81.8, ,59.3, 
77,Oakville,North Coast Valleys,1/1/2015,001,0.07, ,0.00, ,231, ,4.4, ,58.0, ,28.9, ,43.5, ,89, ,10, ,46, ,24.1, ,3.3, ,78.6, ,48.0, 
77,Oakville,North Coast Valleys,1/2/2015,002,0.05, ,0.00, ,223, ,5.8, ,55.4, ,25.7, ,37.5, ,93, ,40, ,76, ,30.7, ,2.3, ,54.1, ,47.4, 
77,Oakville,North Coast Valleys,1/3/2015,003,0.05, ,0.00, ,225, ,6.5, ,56.4, ,28.0, ,39.8, ,95, ,43, ,78, ,33.6, ,2.5, ,59.6, ,47.1, 
77,Oakville,North Coast Valleys,1/4/2015,004,0.05, ,0.00, ,190, ,7.1, ,61.2, ,31.1, ,43.3, ,94, ,39, ,74, ,35.7, ,2.6, ,62.9, ,47.4, 
77,Oakville,North Coast Valleys,1/5/2015,005,0.05, ,0.00, ,190, ,7.9, ,65.6, ,33.2, ,46.8, ,94, ,37, ,73, ,38.6, ,3.0, ,72.1, ,48.0, 
77,Oakville,North Coast Valleys,1/6/2015,006,0.07, ,0.00, ,231, ,8.3, ,72.7, ,36.0, ,51.4, ,93, ,32, ,64, ,39.7, ,3.5, ,83.2, ,48.7, 
77,Oakville,North Coast Valleys,1/7/2015,007,0.07, ,0.00, ,237, ,9.0, ,76.7,Y,41.2, ,54.2, ,91, ,33, ,63, ,41.7, ,3.0, ,72.6, ,49.6, 
77,Oakville,North Coast Valleys,1/8/2015,008,0.04, ,0.00, ,156, ,9.9, ,64.7, ,36.3, ,49.3, ,94, ,55, ,83, ,44.2, ,1.9, ,46.7, ,50.1, 
77,Oakville,North Coast Valleys,1/9/2015,009,0.04, ,0.00, ,166, ,11.0, ,66.8, ,42.1, ,51.3, ,95, ,56, ,86, ,47.1, ,2.0, ,46.9, ,50.9, 
77,Oakville,North Coast Valleys,1/10/2015,010,0.04, ,0.00, ,173, ,10.8, ,61.9, ,38.0, ,50.0, ,97, ,68, ,88, ,46.7, ,2.1, ,51.3, ,51.6, 
77,Oakville,North Coast Valleys,1/11/2015,011,0.05, ,0.00, ,221, ,10.6, ,59.7, ,39.9, ,48.6, ,96, ,76, ,91, ,46.1, ,2.4, ,57.0, ,51.9, 
77,Oakville,North Coast Valleys,1/12/2015,012,0.05, ,0.01, ,230, ,10.2, ,67.1, ,37.3, ,48.9, ,96, ,57, ,87, ,45.1, ,2.3, ,55.2, ,51.9, 
77,Oakville,North Coast Valleys,1/13/2015,013,0.08, ,0.00, ,249, ,8.1, ,68.5, ,37.3, ,53.5, ,94, ,31, ,58, ,38.9, ,4.0, ,96.0, ,51.9, 
77,Oakville,North Coast Valleys,1/14/2015,014,0.06, ,0.00, ,229, ,8.4, ,63.3, ,31.9, ,46.8, ,92, ,51, ,77, ,39.9, ,2.6, ,61.6, ,51.0, 
77,Oakville,North Coast Valleys,1/15/2015,015,0.03, ,0.00, ,127, ,9.2, ,58.2, ,38.8, ,47.6, ,92, ,62, ,82, ,42.3, ,2.6, ,61.9, ,50.8, 
77,Oakville,North Coast Valleys,1/16/2015,016,0.02, ,0.01, ,106, ,10.7, ,56.9, ,40.0, ,50.0, ,91, ,74, ,87, ,46.2, ,1.9, ,44.7, ,51.4, 
77,Oakville,North Coast Valleys,1/17/2015,017,0.05, ,0.01, ,188, ,12.1, ,62.2, ,50.5, ,55.0, ,91, ,69, ,82, ,49.7, ,2.5, ,60.3, ,53.3, 
77,Oakville,North Coast Valleys,1/18/2015,018,0.04, ,0.00, ,162, ,12.7, ,64.6, ,52.4, ,56.0, ,88, ,72, ,83, ,50.8, ,2.3, ,54.3, ,54.8, 
77,Oakville,North Coast Valleys,1/19/2015,019,0.06, ,0.00, ,247, ,11.6, ,67.6, ,43.0, ,54.4, ,89, ,52, ,80, ,48.5, ,2.7, ,64.3, ,55.6, 
77,Oakville,North Coast Valleys,1/20/2015,020,0.05, ,0.01, ,221, ,9.4, ,61.4, ,38.0, ,46.9, ,91, ,68, ,86, ,42.9, ,2.3, ,55.5, ,54.6, 
77,Oakville,North Coast Valleys,1/21/2015,021,0.06, ,0.00,R,212, ,8.5, ,61.5, ,32.0, ,48.7, ,92, ,53, ,73, ,40.5, ,3.1, ,74.0, ,53.2, 
77,Oakville,North Coast Valleys,1/22/2015,022,0.06, ,0.01, ,233, ,7.9, ,62.8, ,34.8, ,46.1, ,90, ,29, ,74, ,38.5, ,2.7, ,64.6, ,52.3, 
77,Oakville,North Coast Valleys,1/23/2015,023,0.07, ,0.00, ,266, ,8.9, ,67.8, ,32.2, ,47.8, ,92, ,51, ,78, ,41.4, ,2.5, ,59.2, ,51.9, 
77,Oakville,North Coast Valleys,1/24/2015,024,0.06, ,0.00, ,262, ,9.1, ,61.7, ,37.1, ,48.4, ,89, ,55, ,79, ,42.0, ,3.3, ,79.5, ,52.2, 
77,Oakville,North Coast Valleys,1/25/2015,025,0.07, ,0.01, ,275, ,8.9, ,65.4, ,34.6, ,46.9, ,92, ,56, ,82, ,41.5, ,2.7, ,63.7, ,52.1, 
77,Oakville,North Coast Valleys,1/26/2015,026,0.06, ,0.01, ,243, ,9.4, ,66.4, ,38.2, ,50.4, ,84, ,57, ,75, ,42.8, ,2.5, ,61.1, ,52.0, 
77,Oakville,North Coast Valleys,1/27/2015,027,0.03, ,0.00, ,123, ,10.1, ,64.4, ,46.3, ,52.8, ,82, ,52, ,74, ,44.8, ,2.2, ,52.2, ,53.0, 
77,Oakville,North Coast Valleys,1/28/2015,028,0.08, ,0.00, ,271, ,10.5, ,68.3, ,44.5, ,55.0, ,86, ,45, ,71, ,45.9, ,2.5, ,60.7, ,53.9, 
77,Oakville,North Coast Valleys,1/29/2015,029,0.08, ,0.00, ,279, ,10.0, ,68.5, ,39.2, ,51.8, ,90, ,51, ,76, ,44.5, ,2.6, ,63.5, ,53.8, 
77,Oakville,North Coast Valleys,1/30/2015,030,0.08, ,0.00, ,281, ,9.7, ,66.3, ,36.9, ,51.1, ,91, ,22, ,75, ,43.6, ,3.1, ,74.9, ,53.4, 
77,Oakville,North Coast Valleys,1/31/2015,031,0.14,R,0.00, ,306, ,4.7, ,78.9,Y,42.1, ,62.7,Y,73, ,12, ,24,Y,25.7,Y,5.1, ,121.4, ,53.8, 
78,Pomona,Los Angeles Basin,1/1/2015,001,0.06, ,0.00, ,290, ,5.0, ,55.7, ,32.1, ,41.4, ,87, ,32, ,57, ,27.2, ,2.0, ,49.2, ,49.2, 
78,Pomona,Los Angeles Basin,1/2/2015,002,0.06, ,0.00, ,284, ,6.3, ,58.7, ,30.8, ,43.0, ,98, ,35, ,67, ,32.8, ,2.0, ,48.1, ,48.6, 
78,Pomona,Los Angeles Basin,1/3/2015,003,0.06, ,0.00, ,275, ,7.6, ,62.6, ,36.6, ,45.8, ,95, ,38, ,72, ,37.4, ,1.7, ,40.2, ,48.6, 
78,Pomona,Los Angeles Basin,1/4/2015,004,0.06, ,0.00, ,278, ,7.3, ,71.5, ,37.5, ,50.6, ,92, ,22, ,58, ,36.3, ,1.8, ,44.0, ,49.0, 
78,Pomona,Los Angeles Basin,1/5/2015,005,0.09, ,0.00, ,285, ,5.9, ,82.9, ,40.3, ,60.3, ,69, ,17, ,33, ,31.0, ,2.0, ,47.8, ,49.8, 
78,Pomona,Los Angeles Basin,1/6/2015,006,0.09, ,0.00, ,297, ,5.8, ,84.9, ,48.6, ,64.7,Y,53, ,13, ,28,Y,30.6,Y,2.1, ,49.8, ,51.0, 
78,Pomona,Los Angeles Basin,1/7/2015,007,0.07, ,0.00, ,258, ,8.0, ,81.6, ,44.9, ,59.3, ,80, ,18, ,46, ,38.8, ,1.7, ,41.6, ,51.8, 
78,Pomona,Los Angeles Basin,1/8/2015,008,0.07, ,0.00, ,263, ,9.4, ,72.7, ,44.1, ,57.4, ,84, ,33, ,58, ,42.9, ,2.0, ,49.0, ,52.2, 
78,Pomona,Los Angeles Basin,1/9/2015,009,0.04, ,0.00, ,165, ,10.2, ,70.3, ,44.7, ,57.0, ,94, ,40, ,65, ,45.2, ,1.6, ,38.2, ,53.2, 
78,Pomona,Los Angeles Basin,1/10/2015,010,0.02, ,0.16, ,119, ,12.0, ,62.7, ,43.8, ,54.6, ,100, ,60, ,82, ,49.3, ,1.9, ,45.7, ,53.1, 
78,Pomona,Los Angeles Basin,1/11/2015,011,0.00, ,0.70, ,74, ,14.6,Y,58.1, ,47.9, ,54.8, ,100, ,98, ,100,Y,54.7,Y,1.6, ,37.7, ,54.0, 
78,Pomona,Los Angeles Basin,1/12/2015,012,0.04, ,0.01, ,221, ,13.9, ,64.0, ,48.0, ,54.6, ,100, ,76, ,95, ,53.3, ,1.8, ,44.2, ,54.3, 
78,Pomona,Los Angeles Basin,1/13/2015,013,0.06, ,0.00, ,273, ,13.2, ,67.9, ,47.1, ,57.2, ,100, ,50, ,83, ,52.0, ,1.8, ,44.0, ,55.1, 
78,Pomona,Los Angeles Basin,1/14/2015,014,0.08, ,0.00, ,304, ,8.7, ,71.0, ,41.0, ,54.6, ,96, ,29, ,60, ,40.9, ,1.8, ,42.8, ,54.6, 
78,Pomona,Los Angeles Basin,1/15/2015,015,0.08, ,0.00, ,315, ,7.5, ,75.0, ,42.6, ,55.3, ,84, ,22, ,50, ,37.0, ,1.8, ,42.0, ,53.7, 
78,Pomona,Los Angeles Basin,1/16/2015,016,0.08, ,0.00, ,301, ,7.6, ,77.1, ,45.6, ,57.2, ,82, ,19, ,47, ,37.3, ,2.0, ,48.4, ,53.3, 
78,Pomona,Los Angeles Basin,1/17/2015,017,0.09, ,0.00, ,310, ,8.1, ,79.8, ,43.5, ,58.8, ,84, ,20, ,48, ,39.0, ,1.9, ,44.6, ,53.5, 
78,Pomona,Los Angeles Basin,1/18/2015,018,0.08, ,0.00, ,265, ,9.4, ,75.9, ,46.3, ,58.2, ,89, ,29, ,57, ,42.8, ,1.9, ,46.1, ,53.7, 
78,Pomona,Los Angeles Basin,1/19/2015,019,0.08, ,0.00, ,295, ,10.7, ,73.9, ,46.9, ,57.9, ,99, ,38, ,65, ,46.4, ,2.0, ,49.0, ,54.0, 
78,Pomona,Los Angeles Basin,1/20/2015,020,0.03, ,0.00, ,176, ,12.8, ,61.9, ,43.4, ,54.1, ,100, ,72, ,89, ,51.1, ,2.0, ,47.0, ,54.0, 
78,Pomona,Los Angeles Basin,1/21/2015,021,0.07, ,0.00, ,294, ,11.7, ,72.1, ,45.9, ,57.7, ,95, ,40, ,72, ,48.6, ,2.0, ,48.0, ,54.8, 
78,Pomona,Los Angeles Basin,1/22/2015,022,0.08, ,0.00, ,254, ,5.7, ,74.8, ,38.5, ,56.6, ,73, ,15, ,36, ,30.3, ,1.9, ,45.3, ,54.2, 
78,Pomona,Los Angeles Basin,1/23/2015,023,0.09, ,0.00, ,329, ,4.8, ,73.6, ,42.1, ,56.3, ,59, ,14, ,31, ,26.2, ,2.1, ,51.2, ,53.6, 
78,Pomona,Los Angeles Basin,1/24/2015,024,0.11, ,0.00, ,333, ,5.7, ,82.3, ,42.0, ,61.2, ,60, ,13, ,31, ,30.5, ,2.4, ,57.3, ,53.3, 
78,Pomona,Los Angeles Basin,1/25/2015,025,0.10, ,0.00, ,278, ,6.6, ,79.1, ,43.2, ,62.7, ,61, ,20, ,34, ,33.9, ,2.1, ,49.8, ,53.5, 
78,Pomona,Los Angeles Basin,1/26/2015,026,0.07,R,0.19, ,182, ,9.8, ,77.7, ,53.5,Y,62.8, ,100, ,22, ,50, ,44.1, ,2.6, ,63.5, ,54.5, 
78,Pomona,Los Angeles Basin,1/27/2015,027,0.08, ,0.00, ,311, ,13.3, ,73.0, ,51.2, ,59.7, ,100, ,41, ,76, ,52.2, ,2.0, ,49.1, ,55.5, 
78,Pomona,Los Angeles Basin,1/28/2015,028,0.07, ,0.00, ,229, ,11.3, ,74.1, ,50.5, ,61.0, ,90, ,31, ,62, ,47.9, ,2.0, ,48.9, ,55.7, 
78,Pomona,Los Angeles Basin,1/29/2015,029,0.07, ,0.00, ,211, ,11.0, ,75.8, ,54.3,Y,63.8, ,80, ,29, ,54, ,47.1, ,1.9, ,46.6, ,56.3, 
78,Pomona,Los Angeles Basin,1/30/2015,030,0.04, ,0.00, ,156, ,12.6, ,67.2, ,54.0,Y,60.1, ,93, ,50, ,71, ,50.6, ,1.7, ,40.8, ,57.0, 
78,Pomona,Los Angeles Basin,1/31/2015,031,0.07, ,0.00, ,291, ,13.0, ,70.8, ,48.5, ,58.5, ,100, ,43, ,78, ,51.6, ,1.7, ,39.7, ,57.0, 
80,Fresno State,San Joaquin Valley,1/1/2015,001,0.05, ,0.00, ,268, ,4.9, ,54.6, ,25.8, ,37.8, ,95, ,26, ,64, ,26.7, ,2.3, ,54.0, ,47.7, 
80,Fresno State,San Joaquin Valley,1/2/2015,002,0.06, ,0.00, ,266, ,5.0, ,55.3, ,24.9, ,38.0, ,94, ,29, ,64, ,27.0, ,2.2, ,52.3, ,46.7, 
80,Fresno State,San Joaquin Valley,1/3/2015,003,0.05, ,0.00, ,261, ,5.6, ,57.6, ,26.6, ,39.2, ,94, ,34, ,68, ,29.6, ,2.0, ,49.1, ,46.1, 
80,Fresno State,San Joaquin Valley,1/4/2015,004,0.04, ,0.00, ,202, ,6.4, ,55.2, ,28.3, ,40.5, ,95, ,47, ,75, ,33.3, ,2.3, ,55.9, ,46.0, 
80,Fresno State,San Joaquin Valley,1/5/2015,005,0.06, ,0.00, ,262, ,7.0, ,62.8, ,29.3, ,43.4, ,96, ,37, ,73, ,35.4, ,2.1, ,50.1, ,46.2, 
80,Fresno State,San Joaquin Valley,1/6/2015,006,0.07, ,0.00, ,263, ,8.3, ,67.3, ,32.3, ,47.6, ,95, ,41, ,74, ,39.6, ,2.6, ,62.7, ,46.6, 
80,Fresno State,San Joaquin Valley,1/7/2015,007,0.06, ,0.00, ,248, ,9.0, ,68.6, ,33.7, ,48.9, ,96, ,41, ,76, ,41.8, ,2.1, ,50.7, ,47.2, 
80,Fresno State,San Joaquin Valley,1/8/2015,008,0.05, ,0.01, ,232, ,9.5, ,65.5, ,36.0, ,49.0, ,96, ,54, ,81, ,43.3, ,2.3, ,54.8, ,47.8, 
80,Fresno State,San Joaquin Valley,1/9/2015,009,0.05, ,0.00, ,185, ,11.1, ,66.3, ,42.7, ,53.5, ,95, ,54, ,80, ,47.4, ,2.9, ,68.5, ,48.9, 
80,Fresno State,San Joaquin Valley,1/10/2015,010,0.04, ,0.00, ,184, ,11.6, ,65.9, ,43.7, ,53.4, ,96, ,57, ,83, ,48.4, ,2.1, ,50.1, ,50.0, 
80,Fresno State,San Joaquin Valley,1/11/2015,011,0.04, ,0.00, ,192, ,11.4, ,65.8, ,44.1, ,52.4, ,95, ,58, ,85, ,48.1, ,2.1, ,51.5, ,50.6, 
80,Fresno State,San Joaquin Valley,1/12/2015,012,0.00, ,0.01, ,64, ,11.6, ,54.2, ,42.1, ,49.8, ,97, ,89, ,95, ,48.5, ,2.4, ,57.0, ,50.6, 
80,Fresno State,San Joaquin Valley,1/13/2015,013,0.04, ,0.00, ,176, ,10.7, ,61.6, ,38.3, ,50.2, ,96, ,60, ,86, ,46.2, ,2.0, ,49.0, ,51.2, 
80,Fresno State,San Joaquin Valley,1/14/2015,014,0.05, ,0.02, ,251, ,9.9, ,63.4, ,35.2, ,47.5, ,97, ,57, ,88, ,44.2, ,3.1, ,74.3, ,50.4, 
80,Fresno State,San Joaquin Valley,1/15/2015,015,0.04,R,0.00,R,324,R,15.8,Y,59.7, ,42.9, ,48.5, ,100, ,68, ,100,Y,48.5,Y,4.5, ,107.7, ,50.8, 
80,Fresno State,San Joaquin Valley,1/16/2015,016,0.03,R,0.00, ,252, ,9.7, ,54.7, ,40.4, ,46.9, ,100, ,73, ,89, ,43.7, ,2.7, ,64.5, ,51.2, 
80,Fresno State,San Joaquin Valley,1/17/2015,017,0.02, ,0.00, ,115, ,9.8, ,52.2, ,38.3, ,45.7, ,97, ,78, ,93, ,43.9, ,3.1, ,75.4, ,50.5, 
80,Fresno State,San Joaquin Valley,1/18/2015,018,0.01, ,0.00, ,100, ,9.9, ,50.4, ,43.4, ,45.9, ,98, ,84, ,94, ,44.2, ,2.9, ,70.7, ,50.7, 
80,Fresno State,San Joaquin Valley,1/19/2015,019,0.00, ,0.00, ,60, ,9.8, ,48.8, ,44.3, ,46.3, ,97, ,86, ,92, ,44.1, ,2.9, ,68.8, ,51.1, 
80,Fresno State,San Joaquin Valley,1/20/2015,020,0.00, ,0.01, ,37, ,10.0, ,48.6, ,45.4, ,46.9, ,96, ,87, ,91, ,44.5, ,3.2, ,75.9, ,51.3, 
80,Fresno State,San Joaquin Valley,1/21/2015,021,0.00, ,0.00, ,44, ,9.7, ,49.3, ,45.5, ,47.4, ,94, ,82, ,87, ,43.7, ,3.0, ,71.4, ,51.4, 
80,Fresno State,San Joaquin Valley,1/22/2015,022,0.04, ,0.00, ,184, ,9.1, ,53.8, ,37.7, ,46.6, ,96, ,71, ,85, ,42.2, ,3.2, ,75.9, ,51.6, 
80,Fresno State,San Joaquin Valley,1/23/2015,023,0.00, ,0.01, ,61, ,8.7, ,46.2, ,34.1, ,41.9, ,97, ,92, ,96, ,41.0, ,2.7, ,64.7, ,50.3, 
80,Fresno State,San Joaquin Valley,1/24/2015,024,0.03, ,0.00, ,185, ,9.2, ,55.9, ,41.4, ,44.7, ,97, ,66, ,91, ,42.2, ,3.3, ,80.1, ,50.1, 
80,Fresno State,San Joaquin Valley,1/25/2015,025,0.04, ,0.01, ,196, ,8.8, ,53.4, ,37.9, ,43.3, ,97, ,71, ,92, ,41.1, ,2.7, ,65.6, ,50.4, 
80,Fresno State,San Joaquin Valley,1/26/2015,026,0.05, ,0.01, ,211, ,9.4, ,61.9, ,34.7, ,47.8, ,97, ,55, ,83, ,43.0, ,2.8, ,66.4, ,49.6, 
80,Fresno State,San Joaquin Valley,1/27/2015,027,0.03, ,0.19, ,130, ,12.7, ,64.1, ,45.5, ,54.3, ,97, ,71, ,89, ,51.0, ,2.6, ,61.3, ,51.5, 
80,Fresno State,San Joaquin Valley,1/28/2015,028,0.05, ,0.01, ,231, ,11.2, ,60.2, ,41.6, ,49.6, ,97, ,75, ,93, ,47.6, ,2.3, ,56.0, ,51.9, 
80,Fresno State,San Joaquin Valley,1/29/2015,029,0.07, ,0.01, ,283, ,12.1, ,64.1, ,43.7, ,52.6, ,98, ,66, ,89, ,49.5, ,2.6, ,62.6, ,52.4, 
80,Fresno State,San Joaquin Valley,1/30/2015,030,0.06, ,0.01, ,236, ,11.4, ,63.9, ,42.0, ,52.0, ,98, ,61, ,86, ,47.9, ,2.2, ,52.7, ,52.8, 
80,Fresno State,San Joaquin Valley,1/31/2015,031,0.07, ,0.01, ,285, ,10.8, ,64.7, ,38.7, ,50.7, ,97, ,62, ,85, ,46.5, ,2.7, ,64.7, ,52.3, 
83,Santa Rosa,North Coast Valleys,1/1/2015,001,0.05, ,0.00, ,223, ,5.4, ,53.2, ,24.0, ,36.5, ,95, ,42, ,74, ,29.1, ,2.9, ,68.7, ,49.1, 
83,Santa Rosa,North Coast Valleys,1/2/2015,002,0.04, ,0.00, ,219, ,6.0, ,53.7, ,25.6, ,37.3, ,97, ,49, ,80, ,31.7, ,2.2, ,53.0, ,48.6, 
83,Santa Rosa,North Coast Valleys,1/3/2015,003,0.04, ,0.00, ,208, ,6.3, ,56.1, ,26.9, ,38.1, ,98, ,47, ,82, ,32.9, ,2.1, ,50.7, ,48.4, 
83,Santa Rosa,North Coast Valleys,1/4/2015,004,0.04, ,0.00, ,190, ,7.1, ,57.2, ,30.1, ,41.5, ,97, ,49, ,80, ,35.7, ,2.5, ,60.6, ,48.7, 
83,Santa Rosa,North Coast Valleys,1/5/2015,005,0.04, ,0.00, ,184, ,7.5, ,57.2, ,29.8, ,41.3, ,98, ,62, ,85, ,37.2, ,2.5, ,59.2, ,49.0, 
83,Santa Rosa,North Coast Valleys,1/6/2015,006,0.05, ,0.00, ,221, ,8.4, ,62.5, ,31.6, ,44.2, ,98, ,58, ,85, ,39.9, ,2.6, ,61.7, ,49.2, 
83,Santa Rosa,North Coast Valleys,1/7/2015,007,0.05, ,0.00, ,229, ,8.7, ,67.6, ,29.9, ,44.9, ,98, ,56, ,86, ,40.9, ,2.1, ,51.3, ,49.4, 
83,Santa Rosa,North Coast Valleys,1/8/2015,008,0.02, ,0.00, ,123, ,8.9, ,60.6, ,32.4, ,44.1, ,98, ,66, ,91, ,41.6, ,2.1, ,50.8, ,49.7, 
83,Santa Rosa,North Coast Valleys,1/9/2015,009,0.04, ,0.00, ,186, ,9.9, ,67.6, ,37.8, ,48.6, ,97, ,56, ,85, ,44.2, ,2.4, ,56.9, ,50.4, 
83,Santa Rosa,North Coast Valleys,1/10/2015,010,0.02, ,0.00, ,131, ,10.2, ,56.5, ,35.9, ,46.6, ,97, ,84, ,95, ,45.2, ,2.3, ,55.5, ,51.0, 
83,Santa Rosa,North Coast Valleys,1/11/2015,011,0.04, ,0.00, ,177, ,10.6, ,58.0, ,40.4, ,47.6, ,97, ,80, ,94, ,46.0, ,2.5, ,60.9, ,51.8, 
83,Santa Rosa,North Coast Valleys,1/12/2015,012,0.04, ,0.01, ,192, ,10.6, ,66.8, ,39.0, ,48.8, ,97, ,65, ,90, ,46.0, ,2.1, ,51.3, ,52.1, 
83,Santa Rosa,North Coast Valleys,1/13/2015,013,0.06, ,0.00, ,242, ,8.7, ,70.9,Y,32.7, ,47.8, ,98, ,35, ,77, ,41.0, ,2.5, ,58.8, ,51.9, 
83,Santa Rosa,North Coast Valleys,1/14/2015,014,0.05, ,0.01, ,225, ,8.5, ,59.9, ,29.0, ,43.4, ,98, ,65, ,89, ,40.5, ,3.0, ,72.7, ,51.2, 
83,Santa Rosa,North Coast Valleys,1/15/2015,015,0.02, ,0.00, ,119, ,9.5, ,53.9, ,37.3, ,44.9, ,98, ,80, ,94, ,43.2, ,2.3, ,54.4, ,51.2, 
83,Santa Rosa,North Coast Valleys,1/16/2015,016,0.01, ,0.05, ,67, ,11.4, ,54.3, ,39.1, ,49.0, ,96, ,94, ,97, ,48.1, ,2.4, ,58.8, ,51.7, 
83,Santa Rosa,North Coast Valleys,1/17/2015,017,0.02, ,0.01, ,101, ,12.6, ,55.9, ,49.3, ,52.3, ,96, ,90, ,94, ,50.8, ,2.7, ,63.9, ,53.0, 
83,Santa Rosa,North Coast Valleys,1/18/2015,018,0.02, ,0.00, ,118, ,13.9, ,63.4, ,51.5, ,55.3, ,97, ,82, ,93, ,53.4, ,2.2, ,52.7, ,54.3, 
83,Santa Rosa,North Coast Valleys,1/19/2015,019,0.05, ,0.00, ,219, ,12.4, ,65.5, ,40.6, ,53.7, ,97, ,62, ,88, ,50.3, ,2.6, ,62.6, ,55.2, 
83,Santa Rosa,North Coast Valleys,1/20/2015,020,0.05, ,0.01, ,228, ,9.6, ,61.6, ,36.7, ,45.9, ,98, ,66, ,91, ,43.4, ,2.2, ,52.6, ,54.3, 
83,Santa Rosa,North Coast Valleys,1/21/2015,021,0.04, ,0.01, ,208, ,9.1, ,61.9, ,36.7, ,44.7, ,98, ,62, ,90, ,42.1, ,2.5, ,61.0, ,53.6, 
83,Santa Rosa,North Coast Valleys,1/22/2015,022,0.05, ,0.00, ,233, ,9.1, ,57.7, ,34.7, ,44.7, ,98, ,72, ,90, ,42.0, ,3.1, ,73.7, ,53.0, 
83,Santa Rosa,North Coast Valleys,1/23/2015,023,0.06, ,0.01, ,240, ,10.1, ,67.8, ,34.9, ,47.5, ,98, ,61, ,90, ,44.8, ,2.4, ,57.1, ,52.8, 
83,Santa Rosa,North Coast Valleys,1/24/2015,024,0.06, ,0.00, ,251, ,9.6, ,61.7, ,35.2, ,46.7, ,98, ,67, ,88, ,43.4, ,3.1, ,75.0, ,52.9, 
83,Santa Rosa,North Coast Valleys,1/25/2015,025,0.05, ,0.00, ,225, ,9.5, ,62.2, ,35.8, ,46.7, ,97, ,64, ,88, ,43.2, ,3.2, ,76.6, ,52.8, 
83,Santa Rosa,North Coast Valleys,1/26/2015,026,0.05, ,0.01, ,235, ,9.6, ,63.6, ,33.7, ,46.7, ,98, ,62, ,89, ,43.6, ,2.3, ,54.0, ,52.5, 
83,Santa Rosa,North Coast Valleys,1/27/2015,027,0.03, ,0.00, ,131, ,11.5, ,63.2, ,45.2, ,52.7, ,95, ,64, ,85, ,48.2, ,1.7, ,41.7, ,53.4, 
